date,code,entry,exit,stop,target,pnl_pct,R,exit_reason,hit_stop,hit_target,entered,gate_on,preset,theme_cap,gate_lookback_N,gate_universe,lookback_days
2025-08-12,000218,97681.70062383151,100430.91042696424,94751.24960511657,103542.60266126141,0.028144573503279136,0.9381524501093054,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-12,000217,40660.8068761795,,39440.98266989411,43100.45528875027,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-12,000329,61579.15811265745,,59731.78336927773,65273.9075994169,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-12,000069,82798.34863430861,,80314.39817527935,87766.24955236714,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-12,000158,85652.25702017065,,83082.68930956554,90791.3924413809,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-12,000375,54076.22581914509,,52453.93904457073,57320.799368293796,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-13,000138,68756.02680193371,72881.38841004974,66693.3459978757,72881.38841004974,0.060000000000000095,2.000000000000007,TARGET,False,True,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-13,000079,68874.64711723695,,66808.40770371984,73007.12594427117,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-13,000140,68432.81606461678,66379.83158267828,66379.83158267828,72538.78502849379,-0.03,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-13,000219,90862.2455297917,,88136.37816389796,96313.98026157921,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-13,000081,50893.960488778,,49367.14167411466,53947.59811810468,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-13,000392,50865.71005952562,50941.22520938787,49339.73875773985,53917.65266309716,0.0014845983625094233,0.04948661208364733,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-13,000271,58640.227352930095,,56881.02053234219,62158.6409941059,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-13,000375,51802.037740995715,,50247.97660876584,54910.16000545546,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-13,000161,76335.60350662138,,74045.53540142273,80915.73971701867,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-13,000175,64881.623296541846,64131.22637678902,62935.174597645586,68774.52069433437,-0.011565631092846338,-0.38552103642821034,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-14,000237,98532.77628667725,95576.79299807694,95576.79299807694,104444.7428638779,-0.029999999999999957,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-14,000158,83704.22652722006,84805.34444047298,81193.09973140346,88726.48011885327,0.01315486635426761,0.4384955451422541,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-14,000161,75068.32028106277,77682.39697874339,72816.27067263088,79572.41949792654,0.03482263473983796,1.1607544913279297,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-14,000247,125074.86269279217,127454.22101516338,121322.6168120084,132579.3544543597,0.019023473391414907,0.6341157797138297,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-14,000175,66529.43765496198,,64533.55452531311,70521.2039142597,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-14,000253,95223.8754501723,,92367.15918666714,100937.30797718265,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-14,000219,87171.89941678265,,84556.74243427916,92402.21338178961,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-14,000192,94490.4882379407,91655.77359080248,91655.77359080248,100159.91753221715,-0.030000000000000086,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-14,000360,51608.5542355053,50060.29760844014,50060.29760844014,54705.067489635614,-0.029999999999999995,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-14,000069,80315.78736818078,77906.31374713535,77906.31374713535,85134.73461027164,-0.03000000000000006,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-15,000047,111998.405729725,,108638.45355783324,118718.3100735085,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-15,000323,58408.51833474154,59077.50542588408,56656.26278469929,61913.02943482603,0.0114535877679443,0.38178625893147666,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-15,000169,85275.95125275564,,82717.67271517297,90392.50832792098,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-15,000375,47905.93986731138,,46468.76167129204,50780.29625935007,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-15,000036,90493.21035475556,95922.8029760409,87778.41404411288,95922.8029760409,0.06000000000000004,1.9999999999999947,TARGET,False,True,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-15,000329,56672.121916808515,57674.03094060282,54971.95825930426,60072.44923181703,0.01767904553256446,0.5893015177521479,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-15,000161,79541.8637432337,79435.52887201186,77155.60783093669,84314.37556782772,-0.0013368415852701029,-0.04456138617567007,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-15,000269,85757.699226308,,83184.96824951876,90903.16117988649,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-15,000081,51073.36081983678,49541.15999524167,49541.15999524167,54137.76246902699,-0.03000000000000008,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-15,000247,132871.58284297204,,128885.43535768287,140843.87781355038,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-18,000283,64171.42580858934,64874.5088380813,62246.28303433165,68021.71135710471,0.010956325508320833,0.3652108502773601,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-18,000140,73505.3108059998,75674.82555798243,71300.1514818198,77915.62945435979,0.029515074872733457,0.9838358290911126,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-18,000253,89612.62211309242,86924.24344969964,86924.24344969964,94989.37943987797,-0.030000000000000093,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-18,000239,58097.33077295377,,56354.410849765154,61583.170619331,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-18,000196,104775.82767718023,,101632.55284686483,111062.37733781105,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-18,000131,34528.28454386377,,33492.436007547854,36599.98161649559,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-18,000304,106152.47401209568,102967.89979173281,102967.89979173281,112521.62245282144,-0.03000000000000005,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-18,000219,89422.91253997202,,86740.22516377286,94788.28729237035,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-18,000036,98882.82290068375,98154.46431084987,95916.33821366323,104815.79227472478,-0.007365875775668641,-0.24552919252228725,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-18,000271,57714.830889068755,,55983.38596239669,61177.72074241289,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-19,000314,61891.78397832646,,60035.03045897666,65605.29101702604,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-19,000031,58257.8361411497,56510.10105691521,56510.10105691521,61753.30630961869,-0.02999999999999997,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-19,000032,45780.17301325877,46528.90587235086,44406.767822861,48526.983394054296,0.01635495914083246,0.5451653046944137,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-19,000140,77033.6058676754,76786.5631567376,74722.59769164513,81655.62221973593,-0.0032069472557491987,-0.10689824185830621,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-19,000247,132152.12202843407,,128187.55836758105,140081.2493501401,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-19,000323,60580.660087766315,,58763.240285133325,64215.499693032296,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-19,000161,79620.26265761595,77231.65477788747,77231.65477788747,84397.47841707291,-0.030000000000000096,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-19,000219,88803.7418250525,,86139.62957030091,94131.96633455565,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-19,000375,49712.80390811801,,48221.41979087447,52695.572142605095,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-08-19,000217,42517.119847105445,,41241.60625169228,45068.147037931776,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-03,000007,115777.9615709126,,112304.62272378521,122724.63926516735,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-03,000217,44868.75352656577,44897.2057047178,43522.6909207688,47560.87873815972,0.0006341200928433368,0.021137336428111258,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-03,000362,48977.34851600212,51915.98942696225,47508.02806052206,51915.98942696225,0.06000000000000005,2.000000000000005,TARGET,False,True,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-03,000259,76015.14668634378,,73734.69228575347,80576.05548752441,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-03,000196,100731.88036016814,,97709.9239493631,106775.79318177824,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-03,000168,93269.37998742385,,90471.29858780112,98865.54278666928,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-03,000251,81021.94628641108,,78591.28789781875,85883.26306359575,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-03,000138,89866.00412095334,,87170.02399732474,95257.96436821054,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-03,000140,83474.60690774093,,80970.3687005087,88483.08332220539,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-03,000015,86514.58539121384,,83919.14782947743,91705.46051468668,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-04,000258,131273.78008820795,131611.64340047646,127335.5666855617,139150.20689350044,0.002573730352256862,0.08579101174189527,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-04,000269,82638.42088241111,80159.26825593878,80159.26825593878,87596.72613535578,-0.030000000000000034,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-04,000164,71973.26272501104,,69814.06484326071,76291.6584885117,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-04,000140,81645.2077864596,,79195.85155286582,86543.92025364719,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-04,000247,128769.30294703518,131233.27721388292,124906.22385862411,136495.4611238573,0.019134795408974236,0.6378265136324736,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-04,000029,86084.63687093725,,83502.09776480912,91249.71508319349,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-04,000307,74738.69980254368,74448.89131858185,72496.53880846736,79223.02179069631,-0.0038776227674214995,-0.12925409224738302,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-04,000235,48627.21925108174,,47168.40267354929,51544.852406146645,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-04,000217,45589.30654071393,45795.48194138793,44221.62734449251,48324.66493315677,0.004522450906110502,0.15074836353701657,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-04,000138,90153.66116672354,87449.05133172183,87449.05133172183,95562.88083672695,-0.030000000000000072,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-05,000029,84673.87665908247,,82133.66035930999,89754.30925862741,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-05,000138,92213.85912569673,,89447.44335192583,97746.69067323854,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-05,000200,76964.74238771586,,74655.80011608439,81582.62693097882,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-05,000168,86066.91806589186,83484.91052391511,83484.91052391511,91230.93314984538,-0.029999999999999964,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-05,000251,77920.52454606222,,75582.90880968036,82595.75601882597,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-05,000217,46914.88222394446,,45507.43575722613,49729.77515738113,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-05,000140,79911.30603622487,80364.02657381394,77513.96685513812,84705.98439839836,0.005665287680116914,0.18884292267056374,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-05,000064,105126.68358968054,101972.88308199012,101972.88308199012,111434.28460506137,-0.03000000000000006,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-05,000247,136684.6321806668,,132584.0932152468,144885.71011150684,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-05,000164,71037.98110220677,,68906.84166914057,75300.25996833919,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-08,000212,51324.22332944904,52399.54094350964,49784.49662956557,54403.676729215986,0.020951463934644546,0.6983821311548165,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-08,000349,68868.66622720704,66802.60624039083,66802.60624039083,73000.78620083946,-0.02999999999999998,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-08,000217,46927.56972111254,45519.74262947916,45519.74262947916,49743.223904379294,-0.030000000000000054,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-08,000158,95384.37604042982,92522.84475921693,92522.84475921693,101107.43860285562,-0.030000000000000034,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-08,000251,77328.0256301949,75008.18486128905,75008.18486128905,81967.7071680066,-0.030000000000000058,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-08,000164,69682.15010647176,,67591.6856032776,73863.07911286007,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-08,000169,106426.97587305155,103234.16659686,103234.16659686,112812.59442543464,-0.030000000000000006,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-08,000200,74353.83063815333,,72123.21571900873,78815.06047644254,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-08,000239,55774.184459627126,,54100.95892583831,59120.63552720476,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-08,000168,88215.41657290369,,85568.95407571658,93508.34156727792,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-09,000113,39569.34364060486,39240.179718309366,38382.26333138671,41943.50425904115,-0.008318660154820282,-0.2772886718273429,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-09,000096,83772.02832900225,88798.35002874238,81258.86747913218,88798.35002874238,0.05999999999999997,2.0,TARGET,False,True,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-09,000212,53709.460989909894,52098.177160212595,52098.177160212595,56932.02864930449,-0.030000000000000034,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-09,000127,139779.71362942064,139584.76872209364,135586.32222053802,148166.4964471859,-0.001394658082100808,-0.04648860273669351,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-09,000104,56140.97881838464,,54456.7494538331,59509.43754748772,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-09,000169,109946.16054705571,,106647.77573064403,116542.93017987905,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-09,000200,72588.99682285561,,70411.32691816994,76944.33663222696,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-09,000348,66245.06255987515,67249.40166677031,64257.71068307889,70219.76631346767,0.015160965483086312,0.5053655161028757,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-09,000241,53768.90797851273,,52155.84073915735,56995.0424572235,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-09,000239,55166.91520001697,54313.43262267884,53511.90774401646,58476.930112017995,-0.015470913576437716,-0.5156971192145907,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-15,000172,122231.40121670207,,118564.45918020101,129565.2852897042,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-15,000371,87195.54459692123,,84579.67825901358,92427.27727273651,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-15,000230,68337.8556152852,,66287.71994682663,72438.1269522023,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-15,000192,97768.25452401378,95961.72776797827,94835.20688829337,103634.34979545462,-0.018477641488340114,-0.6159213829446698,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-15,000303,79278.37931079745,79716.14448170867,76900.02793147352,84035.0820694453,0.005521873362156421,0.18406244540521388,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-15,000348,71788.26197776875,69634.61411843568,69634.61411843568,76095.55769643487,-0.030000000000000082,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-15,000178,96817.40217734112,,93912.88011202088,102626.44630798159,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-15,000377,162544.0300782891,164727.133473225,157667.70917594043,172296.67188298644,0.013430843285258821,0.4476947761752943,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-15,000168,83945.68159086388,85583.48705899248,81427.31114313797,88982.42248631571,0.01951030043583385,0.6503433478611285,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-15,000164,65062.51052472565,,63110.63520898388,68966.26115620919,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-16,000016,97231.72375670148,97174.05794248673,94314.77204400043,103065.62718210358,-0.0005930761276951583,-0.019769204256505253,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-16,000168,87574.89319839732,,84947.64640244539,92829.38679030116,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-16,000158,95613.93002623682,,92745.5121254497,101350.76582781103,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-16,000248,62015.54204851461,,60155.07578705917,65736.47457142548,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-16,000029,74801.19366302002,,72557.15785312942,79289.26528280122,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-16,000377,168358.30519659675,,163307.55604069884,178459.80350839256,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-16,000118,119297.97211549472,120127.11196844894,115719.03295202987,126455.8504424244,0.006950158818722531,0.23167196062408388,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-16,000259,63258.85580766329,63564.71785595937,61361.09013343339,67054.38715612309,0.004835086635554089,0.16116955451846948,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-16,000303,81658.4076987644,,79208.65546780147,86557.91216069026,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-16,000348,72641.76141878817,70462.50857622453,70462.50857622453,77000.26710391547,-0.029999999999999943,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-17,000015,88465.49836277841,,85811.53341189506,93773.42826454512,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-17,000164,64307.79576141919,65814.87227109628,62378.561888576616,68166.26350710435,0.02343536256892263,0.7811787522974214,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-17,000221,105027.0359662965,105928.50982844502,101876.2248873076,111328.6581242743,0.008583255290931008,0.2861085096976995,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-17,000046,63892.7271514608,67726.29078054846,61975.94533691697,67726.29078054846,0.060000000000000143,2.0,TARGET,False,True,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-17,000326,67978.40139084807,65939.04934912262,65939.04934912262,72057.10547429895,-0.030000000000000082,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-17,000162,131128.1248715535,,127194.2811254069,138995.81236384672,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-17,000251,80294.77186091985,,77885.92870509226,85112.45817257505,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-17,000168,87173.37525859202,88251.60255553485,84558.17400083425,92403.77777410754,0.012368768488593744,0.4122922829531233,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-17,000104,60056.469067938415,,58254.77499590026,63659.85721201472,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-17,000348,75150.92730678702,,72896.39948758342,79659.98294519425,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-18,000166,49226.029409808405,,47749.24852751415,52179.59117439691,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-18,000326,68428.13545472098,66375.29139107934,66375.29139107934,72533.82358200425,-0.030000000000000075,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-18,000377,171656.04240246557,,166506.3611303916,181955.4049466135,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-18,000375,50971.25525697402,49442.1175992648,49442.1175992648,54029.53057239247,-0.03000000000000005,-1.0,STOP,True,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-18,000104,54899.45108640741,56395.29580016024,53252.467553815186,58193.41815159186,0.02724698852450247,0.9082329508167476,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-18,000040,107709.17668249866,106594.71850990727,104477.90138202369,114171.72728344858,-0.010346919426155761,-0.34489731420519115,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-18,000192,95045.00516448326,96552.21591003629,92193.65500954876,100747.70547435226,0.01585786378720988,0.5285954595736632,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-18,000221,106871.36667578705,,103665.22567551344,113283.64867633428,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-18,000210,119343.52572008102,119451.7799947627,115763.21994847858,126504.13726328588,0.0009070812516097437,0.03023604172032476,EOD,False,False,True,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-18,000142,91878.50772536424,,89122.15249360331,97391.2181888861,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
2025-09-19,000026,49362.54875202068,,47881.67228946006,52324.30167714192,,,NO_ENTRY,False,False,False,True,DEFENSIVE,1,5,TOP10_BASED,120
